---,ollie,73791
84326,0.052,-0.003,-0.993,0.549,-1.465,-0.061
84357,0.053,-0.004,-0.995,0.610,-3.540,-0.122
84387,0.055,0.005,-0.994,0.610,-4.578,-0.061
84442,0.064,0.009,-0.996,0.854,-11.230,0.000
84470,0.067,0.011,-0.999,0.671,-6.836,-0.183
84500,0.068,0.007,-0.995,0.488,-3.967,-0.061
84529,0.072,-0.013,-0.993,0.671,-6.470,-0.061
84558,0.076,-0.012,-0.993,0.610,-7.385,-0.183
84587,0.080,-0.004,-0.995,0.732,-5.554,-0.244
84616,0.082,-0.003,-0.995,0.610,-3.052,-0.122
84645,0.082,-0.007,-0.996,0.488,0.854,-0.183
84674,0.081,-0.004,-0.995,0.244,3.784,-0.122
84703,0.081,-0.010,-0.994,0.244,7.324,-0.183
84732,0.075,-0.005,-0.995,0.244,8.606,-0.122
84760,0.070,0.012,-0.991,0.305,4.333,0.061
84812,0.071,0.014,-0.993,0.671,-5.493,0.061
84842,0.075,0.011,-0.996,0.732,-5.005,-0.183
84871,0.076,-0.002,-0.996,0.549,-2.136,-0.183
84900,0.078,-0.018,-0.995,0.488,0.183,-0.122
84928,0.077,-0.009,-0.994,0.305,1.404,0.122
84956,0.077,0.009,-0.992,0.488,-0.122,0.122
84985,0.078,-0.000,-0.994,0.610,-2.075,-0.061
85013,0.078,0.003,-0.995,0.549,-1.099,-0.183
85041,0.078,-0.008,-0.995,0.427,1.709,-0.244
85069,0.076,-0.008,-0.996,0.305,4.883,-0.183
85098,0.074,-0.006,-0.995,0.244,6.287,-0.061
85149,0.067,0.005,-0.994,0.244,6.348,-0.061
85178,0.065,0.000,-0.992,0.366,4.395,-0.061
85207,0.064,0.007,-0.994,0.549,1.221,0.000
85235,0.062,0.007,-0.994,0.610,-0.916,-0.122
85338,0.063,-0.008,-0.995,0.366,0.916,-0.244
85388,0.062,0.001,-0.996,0.488,1.648,-0.061
85418,0.061,0.004,-0.995,0.427,2.380,-0.061
85446,0.059,-0.001,-0.995,0.427,2.258,-0.122
85475,0.059,-0.007,-0.998,0.427,2.747,-0.122
85503,0.057,-0.004,-0.995,0.366,3.418,-0.122
85530,0.055,-0.002,-0.996,0.427,3.418,-0.061
85557,0.053,0.001,-0.998,0.366,4.333,-0.122
85613,0.047,-0.006,-0.995,0.244,7.324,-0.183
85643,0.042,-0.005,-0.994,0.366,4.517,0.000
85673,0.042,0.004,-0.996,0.549,2.380,0.000
85703,0.041,0.007,-0.996,0.549,1.465,0.000
85730,0.039,0.004,-0.997,0.549,0.793,-0.061
85759,0.040,-0.003,-0.998,0.366,3.174,-0.122
85788,0.037,-0.009,-0.997,0.183,5.920,-0.183
85813,0.033,-0.020,-0.997,0.244,6.958,-0.122
result,landed
---,fs_180,106496
ts,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
106523,0.107,-0.106,-0.998,0.610,-0.610,-0.366
106553,0.101,-0.006,-0.994,0.671,2.502,-0.061
106606,0.097,-0.008,-0.991,0.122,6.531,-0.183
106635,0.094,-0.015,-0.994,0.244,8.972,-0.122
106670,0.090,-0.025,-0.995,0.061,11.902,0.000
106698,0.082,0.007,-0.993,0.183,12.207,0.122
106726,0.078,0.012,-0.991,0.244,9.338,0.183
106750,0.074,0.015,-0.994,0.244,7.019,0.122
106779,0.071,-0.002,-0.994,0.305,6.165,-0.122
106814,0.068,0.005,-0.992,0.427,3.601,0.061
106837,0.066,0.016,-0.994,0.488,0.488,0.061
106867,0.067,0.004,-0.993,0.671,-2.258,0.000
106896,0.069,-0.003,-0.996,0.732,-2.686,-0.061
106950,0.069,-0.011,-0.993,0.427,-0.183,-0.122
106975,0.069,-0.015,-0.996,0.916,2.380,0.000
107004,0.071,-0.014,-0.995,0.610,3.845,0.122
107034,0.065,0.005,-0.991,0.732,2.319,0.000
107062,0.065,-0.016,-0.996,1.099,1.953,-0.122
107091,0.064,-0.017,-0.995,1.404,1.953,-0.061
107121,0.066,-0.020,-0.996,1.343,-1.282,0.183
107149,0.069,-0.057,-0.997,0.854,-4.028,0.000
107176,0.072,-0.102,-0.994,0.427,-6.836,0.732
107205,0.081,-0.179,-0.982,1.648,-8.301,1.709
107235,0.093,-0.201,-0.993,0.427,-1.526,3.113
107291,0.050,0.332,-1.028,-3.174,10.986,1.526
107320,0.048,0.331,-1.034,-3.662,63.293,-0.854
107350,0.045,0.202,-1.019,-2.686,102.722,-1.160
107376,-0.012,-0.186,-0.917,2.747,14.282,1.404
107405,-0.023,-0.453,-0.998,-0.977,-28.503,-0.183
107435,-0.298,0.130,-0.759,-1.648,1.709,-1.831
107463,0.391,0.077,-1.156,-19.409,-32.104,-8.728
107497,0.058,0.580,-0.513,14.038,12.085,-5.920
107524,-0.014,0.100,-0.183,5.432,-12.024,-9.705
107554,0.017,0.553,-1.125,1.099,20.691,0.000
107655,-0.011,-0.480,-0.986,3.784,-0.610,-0.977
107733,0.007,-0.271,-1.007,0.366,3.845,0.488
107761,-0.036,0.020,-1.003,0.244,12.207,-0.854
107789,-0.017,0.010,-0.992,-1.282,5.310,0.000
107818,-0.038,-0.053,-0.978,-3.296,6.714,-0.793
107844,0.011,0.094,-1.018,-0.244,15.198,-0.366
107873,-0.034,0.292,-0.997,-1.038,12.512,-0.183
107902,-0.031,0.274,-0.993,-1.282,10.132,-0.244
107930,-0.038,0.076,-0.986,0.549,6.348,0.366
107958,-0.040,-0.119,-0.996,0.793,0.427,0.549
107986,-0.042,-0.240,-0.985,0.916,-5.188,0.122
108014,-0.038,-0.225,-0.991,3.296,-9.338,0.366
108064,-0.026,-0.248,-0.992,1.038,-13.672,0.000
108091,-0.011,-0.462,-0.995,0.183,-15.869,0.610
108124,0.010,-0.406,-1.003,-4.639,-28.809,2.136
108154,0.041,-0.200,-1.003,-8.728,-49.438,2.380
108184,0.106,-0.801,-1.014,-11.230,-27.222,6.165
108214,0.012,1.561,-1.110,-19.592,49.072,0.854
108244,0.254,3.128,-1.855,-101.990,65.674,-52.490
108273,-0.375,0.755,-1.531,-317.017,140.076,-10.437
108303,-0.114,-2.027,-0.403,-410.400,276.611,162.415
108331,0.027,-2.748,-1.293,-458.984,-82.703,222.961
108386,0.269,-1.073,0.309,-256.958,-58.289,134.155
108413,0.208,-1.471,-0.273,-195.801,90.149,166.382
108443,0.127,-0.752,-0.203,-131.348,163.269,225.403
108472,-0.054,-0.063,-0.095,-14.954,262.146,308.289
108501,0.900,0.065,0.765,91.370,461.792,337.341
108531,-0.631,0.484,0.658,246.948,668.945,346.802
108560,-0.605,0.614,4.000,310.120,588.806,262.512
108589,1.178,-0.396,1.254,253.113,266.418,261.658
108617,0.026,-0.807,-0.330,323.608,326.843,224.365
108652,-0.031,-0.475,-0.286,368.103,137.268,154.419
108704,-0.150,0.489,0.432,-88.745,444.519,55.298
108733,0.105,0.255,0.014,-20.386,57.861,-1.221
108768,-0.306,0.551,-0.825,-19.958,10.620,-16.418
108795,-0.299,-0.420,-0.763,16.846,-24.597,19.104
108824,-0.181,-0.504,-0.938,6.531,-71.289,4.089
108853,-0.229,-1.264,-1.013,2.502,12.939,-3.601
108881,-0.211,-1.319,-0.884,-6.958,39.368,-10.986
108910,-0.205,-0.159,-0.993,-5.798,-29.175,-20.447
108939,-0.092,0.057,-0.992,-3.784,-38.330,-17.639
108969,-0.119,0.125,-1.004,-2.502,6.531,-12.390
108998,-0.142,0.104,-0.966,-1.038,6.653,-11.597
109053,-0.166,-0.271,-0.975,-3.113,-0.427,-13.733
109083,-0.099,-0.040,-0.968,-2.258,-28.137,-14.343
109113,-0.084,0.075,-0.984,-0.366,-49.072,-13.428
109142,-0.045,0.406,-1.006,-1.587,-48.889,-8.240
109169,-0.047,0.845,-1.030,0.671,-43.213,-2.991
109198,-0.053,0.888,-1.030,1.709,-51.331,3.235
109226,-0.128,0.389,-0.986,1.038,-33.386,28.320
109328,-0.027,-0.181,-1.043,-2.380,-14.954,-2.502
109386,0.021,-0.224,-1.024,2.075,-12.878,0.183
109414,0.006,0.052,-1.010,0.122,17.639,-0.061
109468,-0.005,0.051,-0.987,-0.122,16.296,0.000
109497,-0.014,0.104,-0.983,1.770,-8.484,0.305
109524,0.006,-0.084,-0.989,5.188,-28.381,0.183
109554,-0.019,-0.362,-0.999,6.409,-50.232,-0.732
109581,0.053,-0.080,-1.018,1.648,-32.410,-0.488
109612,0.121,-0.316,-1.004,0.061,12.329,2.014
109636,-0.055,-0.015,-1.036,0.732,19.958,2.258
109666,0.089,-0.406,-0.917,3.418,38.086,3.174
109695,-0.023,0.005,-1.016,1.343,27.588,2.563
109724,-0.011,0.147,-0.996,1.160,10.742,1.770
109752,-0.008,0.116,-0.997,0.610,11.902,1.404
109808,-0.014,-0.058,-0.990,0.305,-6.592,0.610
109836,-0.010,-0.027,-1.002,1.099,-6.165,0.366
109866,-0.017,-0.043,-0.997,0.305,1.038,0.671
109895,-0.012,-0.089,-0.994,0.366,1.099,0.610
109924,0.023,-0.274,-0.968,-1.526,1.221,1.038
109952,-0.027,-0.234,-1.025,0.427,-5.920,0.000
109979,-0.001,-0.147,-0.995,0.610,-2.014,1.282
110007,-0.022,-0.197,-1.001,0.671,4.211,1.770
110036,-0.007,-0.280,-0.998,-0.610,9.644,0.977
110066,-0.020,-0.281,-0.998,-2.380,13.000,-0.977
110096,-0.021,-0.077,-0.996,-1.831,7.263,-2.258
110154,-0.015,0.787,-0.989,2.258,-26.489,1.160
110183,0.001,0.280,-1.015,0.183,-4.517,1.404
110211,-0.012,0.266,-0.995,-0.488,4.272,1.038
110239,-0.008,0.228,-0.988,-0.549,-5.615,0.977
110267,-0.007,0.164,-0.994,0.122,-15.686,0.427
110296,0.009,0.116,-1.002,0.732,-4.639,0.122
110324,0.003,0.102,-1.009,0.122,14.465,-0.061
110354,-0.001,0.052,-0.995,-0.244,21.484,-0.122
110381,-0.014,-0.033,-0.983,0.916,8.423,-0.183
110408,-0.013,0.006,-0.997,0.488,-3.601,-0.122
110435,-0.008,0.071,-0.999,-0.916,-12.573,0.061
110487,-0.007,-0.053,-1.007,-0.854,-1.770,0.061
110515,-0.003,-0.104,-0.995,-0.854,7.629,0.061
110545,-0.006,-0.145,-0.995,-0.854,9.216,0.000
110579,-0.009,-0.177,-0.989,-0.061,11.108,0.061
110608,-0.028,-0.174,-0.993,0.305,1.709,-0.183
110636,-0.021,-0.190,-1.001,0.366,-7.019,0.183
110665,-0.014,-0.156,-0.999,0.122,-6.287,0.854
110694,-0.015,-0.008,-1.016,-2.808,-5.188,2.991
110723,-0.011,0.045,-0.970,-3.296,-3.784,3.784
110753,0.053,0.040,-0.971,2.808,15.442,-0.427
110782,-0.019,-0.016,-1.028,6.470,15.381,-5.188
110832,0.020,0.011,-1.094,-0.366,-3.662,-0.793
110861,-0.048,-0.004,-0.934,0.305,-0.793,0.671
110891,0.010,0.028,-1.057,1.953,7.507,-0.610
110995,-0.020,-0.001,-1.014,1.160,0.671,-0.244
111054,-0.023,0.004,-0.988,0.916,0.793,0.122
111084,-0.016,0.005,-0.994,0.916,0.916,0.122
111114,-0.028,0.004,-0.987,0.671,0.061,0.122
111144,-0.011,0.008,-1.009,1.038,1.587,0.366
111174,-0.030,0.006,-0.991,0.793,-0.061,-0.183
111204,-0.023,0.009,-0.990,-0.061,-1.526,0.488
111232,-0.018,0.005,-0.990,0.122,-1.404,-0.061
111290,-0.026,0.008,-0.991,0.488,-0.793,0.000
111319,-0.012,0.005,-1.004,0.244,-0.671,0.061
111348,-0.016,0.012,-0.994,0.549,-0.488,0.366
111377,-0.021,-0.000,-0.988,0.793,0.854,-0.061
111404,-0.012,0.005,-1.019,0.732,-0.061,0.183
111432,-0.029,0.003,-0.972,0.488,-0.244,0.427
111459,-0.028,-0.001,-0.980,0.122,-1.709,-0.427
111488,-0.013,-0.003,-1.009,0.366,-0.488,1.038
111515,-0.008,0.002,-1.000,0.854,-0.305,-0.366
111544,-0.015,-0.007,-0.999,2.502,4.150,-0.793
111572,-0.001,0.007,-1.036,3.601,7.019,-0.122
111623,-0.073,-0.001,-0.909,0.000,-1.221,0.732
111652,-0.040,-0.004,-0.979,-2.808,-9.521,-1.038
111682,0.047,0.000,-1.103,-2.686,-7.874,0.366
111710,-0.037,-0.020,-0.934,0.122,0.854,0.732
111734,0.007,-0.009,-1.056,3.296,6.958,-1.038
111763,-0.011,-0.005,-1.028,4.089,10.437,0.549
111798,-0.083,-0.006,-0.884,1.221,1.282,0.854
111827,-0.045,-0.009,-0.969,-2.136,-8.301,-1.160
111856,0.030,-0.026,-1.097,-2.319,-7.446,-0.671
111883,-0.034,-0.045,-0.946,1.099,1.221,0.916
111908,-0.010,-0.031,-1.026,2.441,3.662,0.366
111965,-0.016,-0.013,-1.037,1.526,3.052,0.366
111994,-0.026,0.002,-0.984,1.343,1.709,0.122
112023,-0.029,-0.005,-0.989,0.671,-0.244,0.549
112051,-0.026,0.000,-1.004,0.427,-0.549,-0.061
112079,-0.021,0.003,-0.999,1.160,1.099,0.183
112109,-0.030,0.005,-0.989,1.343,1.648,0.244
112135,-0.019,0.002,-1.000,0.610,-0.488,0.000
112164,-0.023,0.005,-0.995,0.916,0.732,0.061
112193,-0.026,0.001,-1.000,0.671,0.610,0.244
112219,-0.023,-0.002,-0.995,0.732,-0.366,0.244
112244,-0.028,0.003,-0.995,0.732,0.061,0.000
112300,-0.031,0.027,-0.999,0.244,1.221,-0.122
112329,-0.030,-0.028,-0.978,1.160,-0.244,0.122
112359,-0.024,-0.004,-1.003,0.427,-0.427,0.244
112386,-0.029,0.008,-0.996,0.610,-0.366,0.061
112415,-0.022,-0.002,-0.990,0.610,-0.244,0.000
112443,-0.022,-0.001,-1.018,0.854,0.671,0.244
112471,-0.030,-0.001,-0.987,0.854,0.732,-0.061
112498,-0.029,0.014,-0.992,0.671,0.000,0.122
112527,-0.025,-0.006,-0.992,0.488,-0.061,-0.061
112632,-0.028,0.005,-0.998,0.671,0.061,0.122
112681,-0.026,0.003,-0.995,0.244,-1.282,0.061
112735,-0.055,0.001,-0.953,1.038,1.587,0.122
112765,-0.026,-0.002,-0.995,-0.671,-2.930,0.000
112795,-0.000,0.001,-1.024,0.610,-0.061,0.183
112824,-0.039,-0.000,-0.982,0.854,0.793,0.061
112854,-0.016,0.002,-1.009,0.122,-1.404,0.305
112881,-0.024,0.001,-0.996,0.671,0.671,0.183
112910,-0.039,0.009,-0.988,0.244,-0.854,0.244
112940,-0.015,-0.002,-1.009,0.732,-0.366,0.000
112968,-0.030,0.005,-0.991,0.854,0.549,0.061
112992,-0.028,0.005,-0.994,0.427,-0.977,0.305
113021,-0.026,0.002,-0.995,0.610,0.244,0.183
113078,-0.011,-0.018,-0.996,0.427,1.770,0.793
113105,-0.062,-0.007,-0.989,0.305,-0.854,-0.671
113135,-0.017,0.005,-1.008,0.671,-0.366,0.122
113161,-0.032,-0.001,-1.001,0.610,-0.183,0.305
113190,-0.033,0.002,-0.990,0.610,0.061,0.122
113218,-0.019,0.007,-0.997,0.732,0.366,0.183
113247,-0.031,0.008,-0.994,0.305,-1.831,0.244
113274,-0.014,0.009,-1.004,0.916,0.977,-0.061
113302,-0.031,0.005,-0.987,0.488,-1.587,0.122
113332,-0.025,0.007,-0.995,0.549,0.122,0.061
113361,-0.021,0.002,-0.998,0.610,0.488,0.122
113412,-0.027,0.009,-0.995,0.671,-0.305,0.000
113441,-0.025,0.007,-0.997,0.671,0.000,0.061
113471,-0.025,0.005,-0.994,0.610,-0.061,0.183
113503,-0.023,0.006,-0.997,0.671,0.183,0.061
113527,-0.029,0.004,-0.993,0.549,-0.305,0.244
113558,-0.029,0.001,-1.000,0.610,-0.366,0.061
113590,-0.022,0.005,-0.994,0.610,0.427,0.061
113613,-0.025,0.006,-0.993,0.549,-0.488,0.122
113646,-0.033,0.001,-0.996,0.610,0.061,0.061
113668,-0.022,0.004,-0.998,0.610,0.427,-0.061
113701,-0.020,0.010,-0.996,0.671,-0.305,0.122
113730,-0.027,0.007,-0.998,0.671,0.305,-0.061
113781,-0.024,0.007,-0.996,0.610,-0.122,0.061
113810,-0.022,0.005,-0.997,0.732,0.122,0.122
113839,-0.025,-0.002,-0.997,0.671,-0.183,-0.488
113868,-0.033,-0.003,-0.994,0.732,-0.427,1.038
113891,-0.017,0.009,-1.004,0.427,1.038,-0.427
113920,-0.040,0.025,-0.994,0.427,-0.427,0.122
113950,-0.027,0.008,-0.992,0.549,0.854,-0.122
113977,-0.021,0.007,-0.997,0.610,-0.061,0.000
114006,-0.027,0.010,-0.995,0.488,0.000,0.000
114034,-0.025,0.010,-0.996,0.549,0.061,0.000
114061,-0.023,0.016,-0.999,0.488,-0.061,0.000
114114,-0.023,0.024,-0.996,0.366,-0.061,-0.061
114143,-0.025,0.038,-0.997,0.305,0.427,-0.183
114172,-0.026,0.027,-0.996,0.427,0.183,-0.061
114271,-0.026,-0.018,-0.999,0.732,0.000,0.122
114327,-0.027,0.010,-0.993,0.793,0.671,0.061
114356,-0.029,0.009,-0.995,0.671,0.610,0.061
114386,-0.025,0.011,-0.995,0.549,0.244,0.061
114416,-0.024,0.010,-0.996,0.549,0.061,-0.122
114447,-0.028,0.006,-0.996,0.488,0.366,0.061
114476,-0.025,0.008,-0.996,0.549,0.122,0.000
114505,-0.026,0.009,-0.996,0.488,0.122,-0.061
114560,-0.027,0.008,-0.996,0.488,-0.061,0.000
114589,-0.026,0.005,-0.995,0.610,0.000,0.000
114617,-0.025,0.008,-0.997,0.549,0.000,-0.122
114645,-0.027,0.007,-0.995,0.549,0.061,0.000
114674,-0.025,0.005,-0.995,0.488,0.183,-0.183
114704,-0.025,0.005,-0.997,0.549,0.061,-0.061
114734,-0.025,0.004,-0.996,0.488,0.122,0.000
114764,-0.026,0.000,-0.997,0.549,0.122,-0.122
114794,-0.026,0.003,-0.997,0.488,0.000,-0.061
114824,-0.025,0.007,-0.995,0.549,0.122,-0.122
114854,-0.026,0.013,-0.997,0.488,0.000,-0.061
114907,-0.026,0.012,-0.996,0.488,0.000,-0.061
114936,-0.026,0.010,-0.997,0.427,0.000,-0.122
114969,-0.026,0.009,-0.996,0.488,0.061,-0.122
114997,-0.026,0.009,-0.997,0.488,0.061,-0.061
115024,-0.025,0.009,-0.995,0.488,0.000,-0.061
115053,-0.026,0.006,-0.996,0.488,0.000,-0.061
115078,-0.025,0.007,-0.996,0.549,0.061,-0.122
115111,-0.026,0.006,-0.997,0.488,0.061,-0.061
115136,-0.026,0.003,-0.996,0.488,0.061,-0.061
115169,-0.026,0.004,-0.996,0.427,0.061,-0.061
115194,-0.025,0.004,-0.996,0.549,0.061,-0.061
115248,-0.026,0.004,-0.996,0.488,0.061,-0.061
115275,-0.025,0.003,-0.995,0.488,-0.061,-0.061
115306,-0.026,0.002,-0.996,0.427,0.061,-0.061
115336,-0.026,0.003,-0.996,0.488,0.061,0.000
115364,-0.025,0.002,-0.996,0.549,0.000,-0.061
result,landed
